Type,AISC_Manual_Label,W,As (mm2),h (mm),b (mm),t (mm),tdes (mm),fy (MPa),fc (MPa),L (mm),Pno ANN (kN)
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,65,4000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,45,3500,156.62749
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,55,4250,2598.0396
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,55,3500,217.05893
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,55,3250,146.17184
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,75,2750,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,55,3250,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,65,4500,2920.9734
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,55,2750,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,35,3000,821.6426
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,35,3000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,45,3250,1355.1287
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,75,2500,58.97236
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,55,3750,329.856
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,75,3000,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,55,2750,38.24364
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,45,3500,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,65,2750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,75,4250,765.638
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,45,4000,1.8000802
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,65,4000,2513.437
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,65,4250,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,65,4500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,65,3250,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,55,4000,442.5827
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,75,3500,364.34946
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,45,4500,594.14545
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,55,2500,1.8037446
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,55,3750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,35,4500,2364.5232
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,45,3000,1035.2954
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,65,3750,2254.2449
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,65,3000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,65,2500,859.50824
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,75,4500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,45,4250,470.46405
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,45,3750,245.03168
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,65,3500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,55,4000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,45,3500,1614.5837
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,35,2500,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,55,4250,558.0872
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,65,3250,1736.5212
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,65,2750,1137.7145
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,45,4250,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,55,2500,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,35,4250,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,45,2750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,55,3500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,65,4000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,65,3750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,75,2500,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,55,3000,91.76799
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,45,3750,-0.74999624
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,45,4000,357.80618
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,65,2500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,45,2750,798.4796
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,35,2750,598.77655
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,45,3250,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,35,4500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,65,4250,2771.9807
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,55,3000,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,75,2750,114.68758
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,65,3500,1995.3079
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,55,4500,2817.6265
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,45,3000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,55,4500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,55,4500,715.82745
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,65,4000,518.6075
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,35,4250,370.81128
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,75,3250,252.3279
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,65,3000,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,75,3500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,75,3750,2405.2373
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,45,4500,2631.8398
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,65,4500,2.9894984
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,35,3750,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,35,4000,258.50156
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,75,3750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,55,3500,1823.0446
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,75,3000,168.55525
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,65,3000,131.53613
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,55,2500,1.8004663
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,75,3500,1.8004467
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,75,4000,2664.8704
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,55,2750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,35,4000,-0.28968385
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,75,3250,1886.8928
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,65,3250,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,75,3000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,35,3750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,35,4250,1.8004518
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,35,3250,1068.1069
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,45,4250,2386.3582
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,75,3750,476.47162
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,55,3750,2081.3381
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,35,4500,482.96893
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,75,3500,2145.9092
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,75,3250,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,55,3750,1.7924018
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,45,3750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,75,4500,923.6193
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,65,2750,77.48658
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,35,4000,1857.9144
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,35,3750,159.6958
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,55,4000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,75,4500,31.231873
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,55,2750,956.55707
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,65,3250,186.3418
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,35,3500,1342.6841
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,45,4500,1.8004811
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,75,3750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,35,3000,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,35,3000,2.6661751
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,35,2500,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,35,2500,1.7995251
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,45,4250,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,65,3500,293.402
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,35,2750,1.8005687
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,55,3000,1298.0381
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,35,2750,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,75,4500,2992.2432
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,65,2750,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,65,2500,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,55,4250,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,75,4000,1.8004854
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,75,4000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,55,2500,717.00946
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,35,3500,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,45,4000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,35,4000,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,35,3750,1601.9412
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,35,3500,105.29066
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,75,4250,2922.0708
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,65,3750,405.89362
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,75,4250,1.8633959
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,75,4000,607.79034
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,35,3250,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,35,3250,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,55,3250,1564.4646
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,35,3250,51.25084
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,45,2500,1.799473
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,35,2500,341.56226
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,55,3500,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,45,4000,2129.2927
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,75,4250,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,65,4250,665.6517
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,45,3000,48.236504
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,35,4500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,45,2500,-0.75
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,45,3500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,75,2750,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,75,2500,1.8004671
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,65,2500,14.462824
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,65,3500,1.6681869
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,55,4000,2339.7354
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,35,2750,1.7998118
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,75,2750,1338.0874
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,420,45,2750,2.336466
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,800,75,3250,0.20748125
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,240,75,3000,1628.0182
R_HSS,HSS254X76.2X6.4,30.8,3680.0,254.0,76.2,6.35,5.92,600,55,3000,1.8004671
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,420,55,3750,2034.7906
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,800,75,4500,852.93835
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,600,45,4000,675.746
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,600,45,2750,2219.2195
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,800,75,2750,1.8004664
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,420,55,3750,1911.864
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,600,45,4000,1718.0684
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,600,45,4000,1841.7354
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,600,55,4000,1902.3489
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,600,45,4500,1705.0198
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,800,75,4500,114.78375
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,600,55,3250,1666.0477
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,420,65,4250,2613.5776
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,600,45,4500,1637.0409
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,240,35,2500,1044.0049
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,600,55,4000,791.6727
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,600,45,2750,1.8004671
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,600,55,4000,144.83432
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,600,45,2750,169.49557
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,800,75,3500,1745.7214
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,600,45,2750,1075.0087
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,600,45,4000,102.97467
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,240,35,4500,1064.5238
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,800,75,2750,686.43665
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,420,65,3000,1126.8364
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,420,55,3750,2235.2295
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,240,35,4500,1475.0344
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,240,35,3250,679.00586
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,420,65,3000,2462.7307
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,420,65,3000,2095.621
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,800,75,4500,1575.7942
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,600,55,3000,2422.6091
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,240,35,3000,773.8374
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,240,35,4500,446.27405
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,420,65,3000,1981.0953
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,240,35,4500,339.25607
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,600,55,3250,2308.6526
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,800,75,2750,1.8004671
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,600,45,3250,358.10474
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,420,65,2500,2188.3076
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,600,45,4500,973.07324
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,420,65,3500,1885.4412
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,240,35,3500,860.5706
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,800,75,3750,1725.5753
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,420,55,4500,2091.5627
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,420,65,3250,2056.0742
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,800,75,3750,1.8004671
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,240,35,2500,872.5714
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,420,65,3250,1948.1671
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,420,65,4250,1919.2319
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,600,45,4250,1770.283
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,800,75,3750,695.32245
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,240,35,3500,1276.285
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,240,35,3500,1695.7212
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,600,45,4250,172.55432
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,600,45,2500,2227.564
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,420,55,4500,2481.1108
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,600,45,4250,826.0797
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,240,35,3000,1360.5399
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,800,75,3750,4.115384
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,420,65,4250,1812.9342
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,600,55,4250,255.3049
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,420,65,3250,2415.478
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,420,55,3500,1666.3865
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,420,75,2750,2081.4985
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,420,65,4250,2199.937
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,240,35,2750,1949.8706
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,420,55,4500,1641.3938
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,600,55,3250,440.0877
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,600,55,4000,2035.6548
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,600,55,3250,1.8307416
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,800,75,4250,1.8004671
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,600,45,4500,295.43094
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,240,35,3000,969.69104
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,420,65,3500,1916.8997
R_HSS,HSS177.8X101.6X7.9,31.5,3770.0,178.0,102.0,7.94,7.39,420,75,2750,2432.5596
R_HSS,HSS203.2X76.2X7.9,31.5,3770.0,203.0,76.2,7.94,7.39,420,75,2750,1050.2777
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,420,75,2750,2200.3867
R_HSS,HSS139.7X139.7X7.9,31.5,3770.0,140.0,140.0,7.94,7.39,240,35,4000,401.37695
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,420,65,3500,2019.8604
R_HSS,HSS152.4X127X7.9,31.5,3770.0,152.0,127.0,7.94,7.39,420,55,4500,1794.7395
