Section,=,Rectangular CFST,,,No of tests =,,1003,,,,,,,,,,
Load type ,=,"Axial compression, no moment",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Refference,,,,,Geometry,,,,Steel,,,Concrete,,,,,
Source,Refference,Year,Ref. No,Speciment,b (mm),h (mm),t (mm),L (mm),fy (MPa),fu (MPa),Ea (Gpa),fc (MPa),Ec (Gpa),fc type,δo (mm),N Test (kN),Notes
Mark (RCFT_C+PBC),Furlong,1967,[22],Column-6,101.60,101.60,3.18,914.40,330.96,,,28.82,,Cyl,,667.23,Length from Knowles and Park (1970)
Mark (RCFT_C+PBC),Furlong,1967,[22],Column-7,101.60,101.60,3.18,914.40,330.96,,,28.82,,Cyl,,676.13,Length from Knowles and Park (1970)
Bradford (LRC_NM),Bridge,1976,[49],SHC-2,203.30,204.00,10.01,3050.00,290.00,,205.00,31.10,,Cyl,1.68,2869.00,
Bradford (LRC_NM),Shakir-Khalil & Zeg.,1989,[50],1,80.00,120.00,5.00,2760.00,386.30,,205.00,44.00,,Cyl,5.47,600.00,
Bradford (LRC_NM),Shakir-Khalil & Mouli,1990,[51],1,80.00,120.00,5.00,2740.00,357.50,,205.00,35.70,,Cyl,19.3,407.00,
Bradford (LRC_NM),Bergmann,1994,[52],RE11,180.00,180.00,6.30,1000.00,397.00,,200.00,92.40,,Cyl,0.0068,4060.00,
Bradford (LRC_NM),Bergmann,1994,[52],RE14,180.00,180.00,6.30,4000.00,413.00,,200.00,92.40,,Cyl,0.0037,4008.00,
Bradford (LRC_NM),Bergmann,1994,[52],RE21,260.00,260.00,7.10,1000.00,426.00,,200.00,92.40,,Cyl,0.0078,7488.00,
Bradford (LRC_NM),Bergmann,1994,[52],RE24,260.00,260.00,7.10,4000.00,413.00,,200.00,92.40,,Cyl,0.0035,7536.00,
Bradford (LRC_NM),Grauers,1993,[43],1,120.00,120.00,5.00,500.00,304.00,,200.00,47.00,,Cyl,0.0077,1440.00,
Bradford (LRC_NM),Grauers,1993,[43],2,120.00,120.00,5.00,500.00,438.00,,200.00,46.00,,Cyl,0.0065,1690.00,
Bradford (LRC_NM),Grauers,1993,[43],3,120.00,120.00,5.00,500.00,327.00,,200.00,96.00,,Cyl,0.0068,2040.00,
Bradford (LRC_NM),Grauers,1993,[43],4,120.00,120.00,5.00,500.00,439.00,,200.00,96.00,,Cyl,0.0079,2240.00,
Bradford (LRC_NM),Grauers,1993,[43],5,120.00,120.00,8.00,500.00,323.00,,200.00,39.00,,Cyl,0.0071,1550.00,
Bradford (LRC_NM),Grauers,1993,[43],6,120.00,120.00,8.00,500.00,300.00,,200.00,46.00,,Cyl,0.0081,1670.00,
Bradford (LRC_NM),Grauers,1993,[43],7,120.00,120.00,8.00,500.00,376.00,,200.00,47.00,,Cyl,0.0088,1990.00,
Bradford (LRC_NM),Grauers,1993,[43],8,120.00,120.00,8.00,500.00,323.00,,200.00,103.00,,Cyl,0.0059,2270.00,
Bradford (LRC_NM),Grauers,1993,[43],9,120.00,120.00,8.00,500.00,379.00,,200.00,103.00,,Cyl,0.0073,2680.00,
Bradford (LRC_NM),Grauers,1993,[43],10,120.00,120.00,8.00,500.00,379.00,,200.00,39.00,,Cyl,0.0073,1800.00,
Bradford (LRC_NM),Grauers,1993,[43],13,120.00,120.00,8.00,500.00,364.00,,200.00,80.00,,Cyl,0.006,2300.00,
Bradford (LRC_NM),Grauers,1993,[43],14,120.00,120.00,8.00,500.00,379.00,,200.00,80.00,,Cyl,0.0058,2290.00,
Bradford (LRC_NM),Grauers,1993,[43],23,120.00,120.00,8.00,500.00,379.00,,200.00,31.00,,Cyl,0.0051,1680.00,
Bradford (LRC_NM),Grauers,1993,[43],24,120.00,120.00,8.00,500.00,379.00,,200.00,92.00,,Cyl,0.0073,2430.00,
Bradford (LRC_NM),Schnider,1998,[53],R1,76.60,152.30,3.00,635.00,430.00,,190.00,30.50,,Cyl,0.0039,819.00,
Bradford (LRC_NM),Schnider,1998,[53],R2,76.50,152.80,4.47,635.00,383.00,,214.00,26.00,,Cyl,0.005,1006.00,
Bradford (LRC_NM),Schnider,1998,[53],R3,101.80,152.40,4.32,635.00,413.00,,215.00,26.00,,Cyl,0.0056,1144.00,
Bradford (LRC_NM),Schnider,1998,[53],R4,102.80,152.70,4.57,635.00,365.00,,206.00,23.80,,Cyl,0.0034,1224.00,
Bradford (LRC_NM),Schnider,1998,[53],R5,101.30,151.40,5.72,635.00,324.00,,205.00,23.80,,Cyl,0.0029,1335.00,
Bradford (LRC_NM),Schnider,1998,[53],R6,102.10,151.40,7.34,635.00,358.00,,205.00,23.80,,Cyl,0.0369,1691.00,
Bradford (LRC_NM),Schnider,1998,[53],S1,127.30,127.30,3.15,635.00,356.00,,181.00,30.50,,Cyl,0.0046,917.00,
Bradford (LRC_NM),Schnider,1998,[53],S2,126.90,126.90,4.34,635.00,357.00,,190.00,26.00,,Cyl,0.005,1095.00,
Bradford (LRC_NM),Schnider,1998,[53],S3,126.90,127.00,4.55,635.00,322.00,,205.00,23.80,,Cyl,0.0034,1113.00,
Bradford (LRC_NM),Schnider,1998,[53],S4,125.30,126.50,5.67,635.00,312.00,,204.00,23.80,,Cyl,0.0074,1202.00,
Bradford (LRC_NM),Schnider,1998,[53],S5,126.80,127.20,7.47,635.00,347.00,,205.00,23.80,,Cyl,0.0394,2069.00,
Bradford (LRC_NM),Chung et al.,2001,[54],C4-0,125.00,125.00,3.20,500.00,443.00,,209.00,94.00,,Cyl,,1598.00,
Bradford (LRC_NM),Chung et al.,2001,[54],C8-0,125.00,125.00,3.20,1000.00,443.00,,209.00,94.00,,Cyl,,1586.00,
Bradford (LRC_NM),Chung et al.,2001,[54],C12-0,125.00,125.00,3.20,1500.00,443.00,,209.00,94.00,,Cyl,3.65,1574.00,
Bradford (LRC_NM),Chung et al.,2001,[54],C18-0,125.00,125.00,3.20,2250.00,443.00,,209.00,94.00,,Cyl,13.4,1357.00,
Bradford (LRC_NM),Chung et al.,2001,[54],C24-0,125.00,125.00,3.20,3000.00,443.00,,209.00,94.00,,Cyl,22.8,1144.00,
Bradford (LRC_NM),Chung et al.,2001,[54],C30-0,125.00,125.00,3.20,3750.00,443.00,,209.00,94.00,,Cyl,33.3,909.00,
Bradford (LRC_NM),Han,2002,[109],21,85.00,130.00,2.86,390.00,228.00,,182.00,47.44,,Cyl,,760.00,
Bradford (LRC_NM),Han,2002,[109],22,85.00,130.00,2.86,390.00,228.00,,182.00,47.44,,Cyl,,820.00,
Bradford (LRC_NM),Han,2002,[109],23,80.00,140.00,2.86,420.00,228.00,,182.00,47.44,,Cyl,,880.00,
Bradford (LRC_NM),Han,2002,[109],24,80.00,140.00,2.86,420.00,228.00,,182.00,47.44,,Cyl,,740.00,
Bradford (LRC_NM),Ghannam,2004,[31],1N,100.00,200.00,5.00,2000.00,360.00,,229.00,33.40,,Cyl,4.4,1242.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],2N,100.00,200.00,5.00,2000.00,360.00,,229.00,33.40,,Cyl,5.4,1242.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],3LW,100.00,200.00,5.00,2000.00,360.00,,229.00,10.00,,Cyl,3.7,1062.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],4LW,100.00,200.00,5.00,2000.00,360.00,,229.00,10.00,,Cyl,3.45,1022.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],6N,140.00,140.00,4.00,2100.00,366.00,,343.00,33.40,,Cyl,,1011.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],7LW,140.00,140.00,4.00,2101.00,366.00,,343.00,10.00,,Cyl,,716.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],8N,140.00,140.00,5.00,2100.00,362.00,,232.00,33.40,,Cyl,,1248.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],9LW,140.00,140.00,5.00,2100.00,362.00,,232.00,10.00,,Cyl,,1005.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],28N,90.00,150.00,3.00,2250.00,320.00,,201.00,33.40,,Cyl,,691.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],29N,90.00,150.00,3.00,2251.00,320.00,,201.00,33.40,,Cyl,,638.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],30LW,90.00,150.00,3.00,2252.00,320.00,,201.00,10.00,,Cyl,,503.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],31LW,90.00,150.00,3.00,2253.00,320.00,,201.00,10.00,,Cyl,,491.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],32LW,90.00,150.00,3.00,2254.00,320.00,,201.00,10.00,,Cyl,,515.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],33LW,90.00,150.00,3.00,2255.00,320.00,,201.00,10.00,,Cyl,,492.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],34N,90.00,150.00,3.00,2256.00,320.00,,201.00,33.40,,Cyl,,738.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],35N,90.00,150.00,3.00,2257.00,320.00,,201.00,33.40,,Cyl,,625.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],36N,100.00,100.00,2.00,2500.00,240.00,,149.00,33.50,,Cyl,,350.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],37N,100.00,100.00,2.00,2501.00,240.00,,149.00,33.50,,Cyl,,360.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],38N,100.00,100.00,2.00,2502.00,240.00,,149.00,33.50,,Cyl,,396.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],39N,100.00,100.00,2.00,2503.00,240.00,,149.00,33.50,,Cyl,,342.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],40LW,100.00,100.00,2.00,2504.00,240.00,,149.00,10.00,,Cyl,,261.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],41LW,100.00,100.00,2.00,2505.00,240.00,,149.00,10.00,,Cyl,,240.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],42LW,100.00,100.00,2.00,2506.00,240.00,,149.00,10.00,,Cyl,,265.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Ghannam,2004,[31],43LW,100.00,100.00,2.00,2507.00,240.00,,149.00,10.00,,Cyl,,243.00,"N=normal wt, LW=lightwt, H=no fill"
Bradford (LRC_NM),Han & Yao,2004,[14],lssc1-1,200.00,200.00,3.00,2310.00,303.50,,206.50,46.80,,Cyl,,1986.00,"sc=flow, h=hand, v=vib."
Bradford (LRC_NM),Han & Yao,2004,[14],lssc1-2,200.00,200.00,3.00,2311.00,303.50,,206.50,46.80,,Cyl,,2045.00,"sc=flow, h=hand, v=vib."
Bradford (LRC_NM),Han & Yao,2004,[14],lsh1-1,200.00,200.00,3.00,2312.00,303.50,,206.50,46.80,,Cyl,,2280.00,"sc=flow, h=hand, v=vib."
Bradford (LRC_NM),Han & Yao,2004,[14],lsh1-2,200.00,200.00,3.00,2313.00,303.50,,206.50,46.80,,Cyl,,2173.00,"sc=flow, h=hand, v=vib."
Bradford (LRC_NM),Han & Yao,2004,[14],lsv1,200.00,200.00,3.00,2314.00,303.50,,206.50,46.80,,Cyl,,2258.00,"sc=flow, h=hand, v=vib."
Bradford (LRC_NM),Guo et al.,2005,[130],1,150.20,150.20,2.91,1110.00,319.30,,200.00,68.50,,Cyl,,2352.00,
Bradford (LRC_NM),Guo et al.,2005,[130],2,149.50,149.50,2.89,2200.00,319.30,,200.00,68.50,,Cyl,,2077.00,
Bradford (LRC_NM),Guo et al.,2005,[130],3,148.60,148.60,2.93,3101.00,319.30,,200.00,68.50,,Cyl,,1558.00,
Bradford (LRC_NM),Guo et al.,2005,[130],4,151.40,151.40,4.77,1085.00,316.60,,200.00,68.50,,Cyl,,2597.00,
Bradford (LRC_NM),Guo et al.,2005,[130],5,150.00,150.00,4.90,2201.00,316.60,,200.00,68.50,,Cyl,,2381.00,
Bradford (LRC_NM),Guo et al.,2005,[130],6,150.70,150.70,4.89,3100.00,316.60,,200.00,68.50,,Cyl,,1627.00,
Bradford (LRC_NM),Guo et al.,2005,[130],7,134.90,175.70,2.91,993.00,319.30,,200.00,68.50,,Cyl,,2401.00,
Bradford (LRC_NM),Guo et al.,2005,[130],8,136.30,176.50,2.91,1980.00,319.30,,200.00,68.50,,Cyl,,2283.00,
Bradford (LRC_NM),Guo et al.,2005,[130],9,124.60,199.30,2.92,921.00,319.30,,200.00,68.50,,Cyl,,2636.00,
Bradford (LRC_NM),Guo et al.,2005,[130],10,125.90,199.90,2.90,1829.00,319.30,,200.00,68.50,,Cyl,,2303.00,
Bradford (LRC_NM),Luo,1986,[131],1,150.10,150.10,2.02,1050.00,217.48,,200.00,25.90,,Cyl,,800.00,
Bradford (LRC_NM),Luo,1986,[131],2,147.80,147.80,2.02,1050.00,217.48,,200.00,25.90,,Cyl,,650.00,
Bradford (LRC_NM),Luo,1986,[131],3,149.50,149.50,4.31,1050.00,245.54,,200.00,40.70,,Cyl,,1405.00,
Bradford (LRC_NM),Luo,1986,[131],4,149.10,149.10,4.31,1050.00,245.54,,200.00,40.70,,Cyl,,1435.00,
Bradford (LRC_NM),Luo,1986,[131],5,151.00,151.00,6.92,1050.00,292.31,,200.00,25.90,,Cyl,,1640.00,
Bradford (LRC_NM),Luo,1986,[131],6,151.60,151.60,6.92,1050.00,292.31,,200.00,25.90,,Cyl,,1735.00,
Bradford (LRC_NM),Luo,1986,[131],7,151.00,151.00,2.02,1550.00,217.48,,200.00,34.60,,Cyl,,800.00,
Bradford (LRC_NM),Luo,1986,[131],8,150.20,150.20,2.02,1550.00,217.48,,200.00,34.60,,Cyl,,850.00,
Bradford (LRC_NM),Luo,1986,[131],9,151.00,151.00,4.31,1550.00,245.54,,200.00,35.40,,Cyl,,1250.00,
Bradford (LRC_NM),Luo,1986,[131],10,149.80,149.80,4.31,1550.00,245.54,,200.00,39.00,,Cyl,,1350.00,
Bradford (LRC_NM),Luo,1986,[131],11,150.00,150.00,6.92,1550.00,292.31,,200.00,25.90,,Cyl,,1700.00,
Bradford (LRC_NM),Luo,1986,[131],12,149.70,149.70,6.92,1550.00,292.31,,200.00,25.90,,Cyl,,1700.00,
Bradford (LRC_NM),Luo,1986,[131],13,148.70,148.70,4.31,2050.00,245.54,,200.00,25.40,,Cyl,,1080.00,
Bradford (LRC_NM),Luo,1986,[131],14,147.20,147.20,4.31,2050.00,245.54,,200.00,35.40,,Cyl,,1150.00,
Bradford (LRC_NM),Luo,1986,[131],15,149.30,149.30,2.02,2550.00,217.48,,200.00,25.90,,Cyl,,680.00,
Bradford (LRC_NM),Luo,1986,[131],16,148.20,148.20,2.02,2550.00,217.48,,200.00,25.90,,Cyl,,600.00,
Bradford (LRC_NM),Luo,1986,[131],17,148.70,148.70,4.31,2550.00,245.54,,200.00,39.00,,Cyl,,1200.00,
Bradford (LRC_NM),Luo,1986,[131],18,147.70,147.70,4.31,2550.00,245.54,,200.00,39.00,,Cyl,,1175.00,
Bradford (LRC_NM),Luo,1986,[131],19,148.00,148.00,6.92,2550.00,292.31,,200.00,35.40,,Cyl,,1600.00,
Bradford (LRC_NM),Luo,1986,[131],20,148.00,148.00,6.92,2550.00,292.31,,200.00,35.40,,Cyl,,1740.00,
Bradford (LRC_NM),Luo,1986,[131],21,150.00,150.00,4.31,3050.00,245.54,,200.00,36.50,,Cyl,,1300.00,
Bradford (LRC_NM),Luo,1986,[131],22,150.50,150.50,4.31,3198.00,245.54,,200.00,35.40,,Cyl,,1125.00,
Bradford (LRC_NM),Luo,1986,[131],23,150.70,150.70,2.02,3586.00,217.48,,200.00,40.60,,Cyl,,850.00,
Bradford (LRC_NM),Luo,1986,[131],24,148.80,148.80,2.02,3585.00,217.48,,200.00,40.60,,Cyl,,860.00,
Bradford (LRC_NM),Luo,1986,[131],25,150.00,150.00,4.31,3596.00,245.54,,200.00,39.00,,Cyl,,1050.00,
Bradford (LRC_NM),Luo,1986,[131],26,148.20,148.20,4.31,3600.00,245.54,,200.00,39.00,,Cyl,,1075.00,
Bradford (LRC_NM),Luo,1986,[131],27,149.20,149.20,6.92,3583.00,292.31,,200.00,35.40,,Cyl,,1350.00,
Bradford (LRC_NM),Luo,1986,[131],28,150.70,150.70,6.92,3590.00,292.31,,200.00,34.60,,Cyl,,1400.00,
Bradford (LRC_NM),Luo,1986,[131],29,148.20,148.20,4.31,4098.00,245.54,,200.00,36.50,,Cyl,,955.00,
Bradford (LRC_NM),Luo,1986,[131],30,149.70,149.70,4.31,4096.00,245.54,,200.00,36.50,,Cyl,,950.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A7-1,100.00,180.00,5.80,540.00,300.00,,200.00,74.70,,Cyl,,2059.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A7-2,100.00,180.00,5.80,540.00,300.00,,200.00,74.70,,Cyl,,2019.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A8-1,100.00,180.00,5.80,540.00,300.00,,200.00,92.00,,Cyl,,2287.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A8-2,100.00,180.00,5.80,540.00,300.00,,200.00,92.00,,Cyl,,2291.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A10-1,100.00,180.00,5.80,450.00,300.00,,200.00,56.00,,Cyl,,1815.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A10-2,100.00,180.00,5.80,450.00,300.00,,200.00,56.00,,Cyl,,1763.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A11-1,100.00,180.00,5.80,540.00,300.00,,200.00,56.00,,Cyl,,1725.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A11-2,100.00,180.00,5.80,540.00,300.00,,200.00,56.00,,Cyl,,1742.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A13-1,100.00,180.00,5.80,480.00,300.00,,200.00,56.00,,Cyl,,1947.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A13-2,100.00,180.00,5.80,480.00,300.00,,200.00,56.00,,Cyl,,1912.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A14-1,100.00,180.00,5.80,570.00,300.00,,200.00,56.00,,Cyl,,2035.00,
Bradford (LRC_NM),Liu & Gho,2005,[36],1A14-2,100.00,180.00,5.80,570.00,300.00,,200.00,56.00,,Cyl,,2138.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C5-1,80.10,120.70,4.18,360.00,550.00,,200.00,56.60,,Cyl,,1450.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C5-2,80.60,119.30,4.18,360.00,550.00,,200.00,56.60,,Cyl,,1425.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C6-1,80.60,119.60,4.18,360.00,550.00,,200.00,65.70,,Cyl,,1560.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C6-2,80.60,120.50,4.18,360.00,550.00,,200.00,65.70,,Cyl,,1700.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C7-1,121.50,179.70,4.18,540.00,550.00,,200.00,56.60,,Cyl,,2530.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C8-1,119.80,180.40,4.18,540.00,550.00,,200.00,65.70,,Cyl,,2970.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C8-2,121.30,179.20,4.18,540.00,550.00,,200.00,65.70,,Cyl,,2590.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C9-1,81.40,160.20,4.18,480.00,550.00,,200.00,56.60,,Cyl,,1710.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C9-2,80.50,160.70,4.18,480.00,550.00,,200.00,56.60,,Cyl,,1820.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C10-1,81.00,160.10,4.18,480.00,550.00,,200.00,65.70,,Cyl,,1880.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C10-2,80.10,160.60,4.18,480.00,550.00,,200.00,65.70,,Cyl,,2100.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C11-1,101.20,199.80,4.18,600.00,550.00,,200.00,56.60,,Cyl,,2350.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C11-2,98.90,200.20,4.18,600.00,550.00,,200.00,56.60,,Cyl,,2380.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C12-1,102.10,199.20,4.18,600.00,550.00,,200.00,65.70,,Cyl,,2900.00,
Bradford (LRC_NM),Liu et al.,2003,[37],C12-2,99.60,199.80,4.18,600.00,550.00,,200.00,65.70,,Cyl,,2800.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R2-1,100.00,150.00,4.00,450.00,495.00,,200.00,58.40,,Cyl,,1735.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R2-2,100.00,150.00,4.00,450.00,495.00,,200.00,58.40,,Cyl,,1778.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R3-1,90.00,180.00,4.00,540.00,495.00,,200.00,58.40,,Cyl,,1773.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R3-2,90.00,180.00,4.00,540.00,495.00,,200.00,58.40,,Cyl,,1795.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R5-1,110.00,160.00,4.00,480.00,495.00,,200.00,58.40,,Cyl,,1982.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R5-2,110.00,160.00,4.00,480.00,495.00,,200.00,58.40,,Cyl,,1923.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R6-1,100.00,190.00,4.00,570.00,495.00,,200.00,58.40,,Cyl,,2049.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R6-2,100.00,190.00,4.00,570.00,495.00,,200.00,58.40,,Cyl,,2124.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R8-1,90.00,130.00,4.00,390.00,495.00,,200.00,77.60,,Cyl,,1752.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R8-2,90.00,130.00,4.00,390.00,495.00,,200.00,77.60,,Cyl,,1806.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R9-1,80.00,160.00,4.00,480.00,495.00,,200.00,77.60,,Cyl,,1878.00,
Bradford (LRC_NM),Liu Dalin,2005,[127],R9-2,80.00,160.00,4.00,480.00,495.00,,200.00,77.60,,Cyl,,1858.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],53,101.50,162.90,2.00,480.00,305.10,,200.00,49.40,,Cyl,,1068.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],56,100.30,163.90,1.99,480.00,305.10,,200.00,49.40,,Cyl,,1080.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],57,102.70,160.80,2.04,480.00,305.10,,200.00,49.40,,Cyl,,1080.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],80,105.90,161.40,2.96,480.00,255.10,,200.00,49.40,,Cyl,,1420.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],83,105.70,158.20,2.93,480.00,255.10,,200.00,49.40,,Cyl,,1440.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],14,103.30,159.10,4.80,480.00,347.30,,200.00,49.40,,Cyl,,1875.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],25,102.40,156.70,4.80,480.00,347.30,,200.00,49.40,,Cyl,,1915.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],7,104.40,158.80,4.85,480.00,347.30,,200.00,49.40,,Cyl,,1820.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],16,121.60,188.40,4.88,480.00,347.30,,200.00,49.40,,Cyl,,2260.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],17,120.40,190.90,4.83,570.00,347.30,,200.00,49.40,,Cyl,,2510.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],140,102.10,160.20,2.00,570.00,305.10,,200.00,58.60,,Cyl,,1555.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],132,99.60,162.80,2.13,480.00,305.10,,200.00,58.60,,Cyl,,1460.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],104,98.50,162.30,2.00,480.00,305.10,,200.00,58.60,,Cyl,,1545.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],131,105.10,159.10,2.93,480.00,255.10,,200.00,58.60,,Cyl,,1610.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],139,102.20,163.80,2.93,480.00,255.10,,200.00,58.60,,Cyl,,1680.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],141,104.50,162.60,3.04,480.00,255.10,,200.00,58.60,,Cyl,,1640.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],121,103.40,156.90,4.71,480.00,347.30,,200.00,58.60,,Cyl,,2090.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],164,106.90,162.00,4.81,480.00,347.30,,200.00,58.60,,Cyl,,2320.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],165,102.60,158.90,4.74,480.00,347.30,,200.00,58.60,,Cyl,,2060.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],138,119.70,164.60,2.01,480.00,305.10,,200.00,58.60,,Cyl,,1800.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],115,121.00,194.80,4.72,570.00,347.30,,200.00,49.40,,Cyl,,2700.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],123,121.70,189.60,4.81,570.00,347.30,,200.00,49.40,,Cyl,,2680.00,
Bradford (LRC_NM),Ye Zaili,2001,[128],54,100.70,162.70,2.97,480.00,255.10,,200.00,49.40,,Cyl,,1080.00,
Bradford (LRC_NM),Zhang and Guo,2007,[96],S-K3-1,149.30,149.30,3.64,1350.00,289.00,,200.00,44.00,,Cyl,,1552.00,
Bradford (LRC_NM),Zhang and Guo,2007,[96],R-K3-1,99.60,200.60,3.56,1800.00,289.00,,200.00,44.00,,Cyl,,1461.00,
Mark (RCFT_C+PBC),Chapman & Neogi,1966,[24],DF3,114.30,114.30,9.63,406.40,254.07,,,32.13,,Cyl,,2442.07,Data from Knowles and Park (1970)
Mark (RCFT_C+PBC),Chapman & Neogi,1966,[24],DF4,114.86,114.86,4.39,406.40,254.07,,,32.13,,Cyl,,896.76,Data from Knowles and Park (1970)
Mark (RCFT_C+PBC),Knowles & Park,1969,[25],Column-13,76.20,76.20,3.35,1727.20,324.05,375.76,,35.85,,Cyl,,355.86,Concrete Strength from Knowles and Park (1970)
Mark (RCFT_C+PBC),Knowles & Park,1969,[25],Column-14,76.20,76.20,3.35,1422.40,324.05,375.76,,34.03,,Cyl,,385.22,Concrete Strength from Knowles and Park (1970)
Mark (RCFT_C+PBC),Knowles & Park,1969,[25],Column-15,76.20,76.20,3.35,1117.60,324.05,375.76,,46.75,,Cyl,,422.58,Concrete Strength from Knowles and Park (1970)
Mark (RCFT_C+PBC),Knowles & Park,1969,[25],Column-16,76.20,76.20,3.35,812.80,324.05,375.76,,45.06,,Cyl,,462.62,Concrete Strength from Knowles and Park (1970)
