Section,=,Rectangular CFST,,,No of tests =,,1003,,,,,,,,,,
Load type ,=,"Axial compression, no moment",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Refference,,,,,Geometry,,,,Steel,,,Concrete,,,,,
Source,Refference,Year,Ref. No,Speciment,b (mm),h (mm),t (mm),L (mm),fy (MPa),fu (MPa),Ea (Gpa),fc (MPa),Ec (Gpa),fc type,δo (mm),N Test (kN),Notes
,Uy,2000,[151],NS13,306,306,3,900,300,,,38,,Cyl,,4000,
,Uy,2000,[151],NS14,306,306,3,900,300,,,38,,Cyl,,4253,
,Uy,2000,[151],NS15,306,306,3,900,300,,,38,,Cyl,,4495,
,Uy,2000,[151],NS16,306,306,3,900,300,,,38,,Cyl,,4581,
,Tao et al.,2009,[152],UNC-L,250,250,2.5,750,338,445,207,25.5,28.85,Cube,,1993,
,Tao et al.,2009,[152],UFRC-L,250,250,2.5,750,338,445,207,25.5,28.93,Cube,,2020,
,Tao et al.,2009,[152],UNC-H,250,250,2.5,750,338,445,207,50.8,34.65,Cube,,3190,
,Tao et al.,2009,[152],UFRC-H,250,250,2.5,750,338,445,207,51.2,34.78,Cube,,3150,
,Tao et al.,2008,[156],UNC25a,250,250,2.5,750,342,426,207,67,37.3,Cube,,4080,
,Tao et al.,2008,[156],UNC25b,250,250,2.5,750,342,426,207,67,37.3,Cube,,4040,
,Tao et al.,2008,[156],UNC19a,190,190,2.5,570,342,426,207,67,37.3,Cube,,2480,
,Tao et al.,2008,[156],UNC19b,190,190,2.5,570,342,426,207,67,37.3,Cube,,2430,
,Tao et al.,2008,[156],UNC25c,250,250,2.5,750,270,346,203,58.3,35.9,Cube,,3495,
,Tao et al.,2008,[156],UNC19c,190,190,2.5,570,270,346,203,58.3,35.9,Cube,,2140,
,Tao et al.,2005,[158],UCFT25,249,250.4,2.5,750,234.3,343.7,208,50.1,35,Cyl,,3409,
,Tao et al.,2005,[158],UCFT13,128.2,129.1,2.5,390,234.3,343.7,208,54.8,35,Cyl,,1150,
,Cederwall et al.,1990,[159],14-1,120,120,8,3000,379,,,80,,Cyl,,1610,
,Cederwall et al.,1990,[159],1-2,120,120,5,500,304,,,47,,Cyl,,1440,
,Cederwall et al.,1990,[159],2-2,120,120,5,500,438,,,46,,Cyl,,1690,
,Cederwall et al.,1990,[159],3-2,120,120,5,500,327,,,96,,Cyl,,2040,
,Cederwall et al.,1990,[159],4-2,120,120,5,500,439,,,96,,Cyl,,2240,
,Cederwall et al.,1990,[159],5-2,120,120,8,500,323,,,39,,Cyl,,1550,
,Cederwall et al.,1990,[159],6-2,120,120,8,500,300,,,46,,Cyl,,1670,
,Cederwall et al.,1990,[159],7-2,120,120,8,500,376,,,47,,Cyl,,1990,
,Cederwall et al.,1990,[159],8-2,120,120,8,500,323,,,103,,Cyl,,2270,
,Cederwall et al.,1990,[159],9-2,120,120,8,500,379,,,103,,Cyl,,2680,
,Cederwall et al.,1990,[159],10-2,120,120,8,500,379,,,39,,Cyl,,1800,
,Cederwall et al.,1990,[159],13-2,120,120,8,500,390,,,80,,Cyl,,2300,
,Cederwall et al.,1990,[159],14-2,120,120,8,500,379,,,80,,Cyl,,2290,
,Cederwall et al.,1990,[159],17-2,120,120,8,500,404,,,92,,Cyl,,1380,
,Chen and Jin,2010,[162],S-150-2.0A,150.3,149.9,1.98,399.5,413,528,210,56,37.42,Cube,,2046,Ultimate load and buckling load are given
,Chen and Jin,2010,[162],S-150-2.0B,150.1,149.8,2,400.1,413,528,210,56,37.42,Cube,,2200,Ultimate load and buckling load are given
,Chen and Jin,2010,[162],S-150-3.0A,150.2,150.2,2.98,401,392,523,201,56,37.42,Cube,,2360,Ultimate load and buckling load are given
,Chen and Jin,2010,[162],S-150-3.0B,150.4,150,3,400.6,392,523,201,56,37.42,Cube,,2300,Ultimate load and buckling load are given
,Chen and Jin,2010,[162],R-200-100-2.0,200.3,100.5,1.98,400,413,528,210,56,37.42,Cube,,1980,Ultimate load and buckling load are given
,Chen and Jin,2010,[162],R-200-100-3.0,200.5,100.5,2.97,402,392,523,201,56,37.42,Cube,,2160,Ultimate load and buckling load are given
,Lee et al.,2012,[163],G300F10-9,300,300,6,1050,414,521,,10,,,,3428,
,Lee et al.,2012,[163],G400F10-10,400,400,6,1400,414,521,,10,,,,4452,
,Lee et al.,2012,[163],G300F40-14,300,300,6,1050,369,431,,40,,,,6298,
,Lee et al.,2012,[163],G400F40-15,400,400,6,1400,369,431,,40,,,,8802,
,Han et al.,2005,[168],SA1-1,60,60,1.87,180,282,358,201.5,81,41.54,Cube,,382,
,Han et al.,2005,[168],SA1-2,60,60,1.87,180,282,358,201.5,81,41.54,Cube,,350,
,Han et al.,2005,[168],SA2-1,100,100,1.87,300,282,358,201.5,81,41.54,Cube,,860,
,Han et al.,2005,[168],SA2-2,100,100,1.87,300,282,358,201.5,81,41.54,Cube,,840,
,Han et al.,2005,[168],SA3-1,150,150,1.87,450,282,358,201.5,81,41.54,Cube,,1662,
,Han et al.,2005,[168],SA3-2,150,150,1.87,450,282,358,201.5,81,41.54,Cube,,1740,
,Han et al.,2005,[168],SA4-1,200,200,1.87,600,282,358,201.5,81,41.54,Cube,,2890,
,Han et al.,2005,[168],SA4-2,200,200,1.87,600,282,358,201.5,81,41.54,Cube,,2920,
,Han et al.,2005,[168],SA5-1,250,250,1.87,750,282,358,201.5,60,41.54,Cube,,3304,
,Han et al.,2005,[168],SA5-2,250,250,1.87,750,282,358,201.5,60,41.54,Cube,,3400,
,Han et al.,2005,[168],SB1-1,60,60,2,180,404,514,207,50.9,41.54,Cube,,318,
,Han et al.,2005,[168],SB1-2,60,60,2,180,404,514,207,50.9,41.54,Cube,,322,
,Han et al.,2005,[168],SB2-1,100,100,2,300,404,514,207,50.9,41.54,Cube,,770,
,Han et al.,2005,[168],SB2-2,100,100,2,300,404,514,207,50.9,41.54,Cube,,772,
,Han et al.,2005,[168],SB3-1,150,150,2,450,404,514,207,50.9,41.54,Cube,,1300,
,Han et al.,2005,[168],SB3-2,150,150,2,450,404,514,207,50.9,41.54,Cube,,1420,
,Han et al.,2005,[168],SB4-1,200,200,2,600,404,514,207,50.9,41.54,Cube,,1990,
,Han et al.,2005,[168],SB4-2,200,200,2,600,404,514,207,50.9,41.54,Cube,,2054,
,Han et al.,2005,[168],SB5-1,250,250,2,750,404,514,207,50.9,41.54,Cube,,3100,
,Han et al.,2005,[168],SB5-2,250,250,2,750,404,514,207,50.9,41.54,Cube,,2965,
,Han et al.,2005,[168],SC1-1,60,60,2,180,404,514,207,81,41.54,Cube,,422,
,Han et al.,2005,[168],SC1-2,60,60,2,180,404,514,207,81,41.54,Cube,,406,
,Han et al.,2005,[168],SC2-1,150,150,2,450,404,514,207,81,41.54,Cube,,2060,
,Han et al.,2005,[168],SC2-2,150,150,2,450,404,514,207,81,41.54,Cube,,1980,
Added Jan21 2020,Uy,2001,[134],HSS1,110,110,5,330,750,,,28,,Cyl,,1836,Welded-box
Added Jan21 2021,Uy,2001,[134],HSS2,110,110,5,330,750,,,28,,Cyl,,1832,Welded-box
Added Jan21 2022,Uy,2001,[134],HSS8,160,160,5,330,750,,,30,,Cyl,,2868,Welded-box
Added Jan21 2023,Uy,2001,[134],HSS9,160,160,5,330,750,,,30,,Cyl,,2922,Welded-box
Added Jan21 2024,Uy,2001,[134],HSS12,160,160,5,330,750,,,30,,Cyl,,2242,Welded-box
Added Jan21 2025,Uy,2001,[134],HSS14,210,210,5,330,750,,,32,,Cyl,,3710,Welded-box
Added Jan21 2026,Uy,2001,[134],HSS15,210,210,5,330,750,,,32,,Cyl,,3483,Welded-box
Added Jan21 2027,Uy,2001,[134],HSS18,210,210,5,330,750,,,32,,Cyl,,2520,Welded-box
Added Jan21 2028,Yan et al.,2019,[182],S1-5-100,100,100,4.9,300,668.8,,,89.2,,Cube,,1800.3,Welded-box
Added Jan21 2029,Yan et al.,2019,[182],S2-5-110,100,100,4.9,300,668.8,,,100.3,,Cube,,2003.8,Welded-box
Added Jan21 2030,Yan et al.,2019,[182],S3-6-110,100,100,5.8,300,646.2,,,100.3,,Cube,,2220.5,Welded-box
Added Jan21 2031,Yan et al.,2019,[182],S4-6-120,100,100,5.8,300,646.2,,,111.3,,Cube,,2391.2,Welded-box
Added Jan21 2032,Yan et al.,2019,[182],S5-6-140,100,100,5.8,300,646.2,,,128.1,,Cube,,2573.3,Welded-box
Added Jan21 2033,Yan et al.,2019,[182],S6-7-100,100,100,6.8,300,599.5,,,89.2,,Cube,,2209.4,Welded-box
Added Jan21 2034,Yan et al.,2019,[182],S7-7-110,100,100,6.8,300,599.5,,,100.3,,Cube,,2294.7,Welded-box
Added Jan21 2035,Yan et al.,2019,[182],S8-7-120,100,100,6.8,300,599.5,,,111.3,,Cube,,2368.9,Welded-box
Added Jan21 2036,Yan et al.,2019,[182],S9-7-140,100,100,6.8,300,599.5,,,128.1,,Cube,,2492.1,Welded-box
Added Jan21 2037,Yan et al.,2019,[182],S10-10-100,100,100,10,300,458.6,,,89.2,,Cube,,2206.1,Welded-box
Added Jan21 2038,Yan et al.,2019,[182],S11-10-120,100,100,10,300,458.6,,,111.3,,Cube,,2297.7,Welded-box
Added Jan21 2039,Yan et al.,2019,[182],S12-10-140,100,100,10,300,458.6,,,128.1,,Cube,,2498.5,Welded-box
Added Jan21 2040,Yan et al.,2019,[182],S13-14-100,100,100,14.2,300,468.6,,,89.2,,Cube,,3106.7,Welded-box
Added Jan21 2041,Yan et al.,2019,[182],S14-14-120,100,100,14.2,300,468.6,,,111.3,,Cube,,3119.5,Welded-box
Added Jan21 2042,Yan et al.,2019,[182],S15-14-140,100,100,14.2,300,468.6,,,128.1,,Cube,,3274.3,Welded-box
Added Jan21 2043,Yan et al.,2019,[182],S16-18-140,100,100,18.5,300,444.6,,,128.1,,Cube,,3441.4,Welded-box
